running job: 3
/home-mscluster/erex/anaconda3/envs/swav/lib/python3.9/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: libtorch_cuda_cu.so: cannot open shared object file: No such file or directory
  warn(f"Failed to load image Python extension: {e}")
INFO - 02/18/23 03:15:36 - 0:00:00 - ============ Initialized logger ============
INFO - 02/18/23 03:15:36 - 0:00:00 - arch: resnet50
                                     batch_size: 32
                                     data_path: /home-mscluster/erex/research_project/datasets/Covidx-CT
                                     decay_epochs: [60, 80]
                                     dist_url: env://
                                     dump_checkpoints: /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3/checkpoints
                                     dump_path: /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3
                                     epochs: 100
                                     final_lr: 0
                                     gamma: 0.1
                                     global_pooling: True
                                     gpu_to_work_on: 0
                                     is_slurm_job: True
                                     local_rank: 0
                                     lr: 0.3
                                     nesterov: False
                                     num_labels: 2
                                     pretrained: /home-mscluster/erex/research_project/models/swav/experiments/pre-training/saving_dir3/checkpoint.pth.tar
                                     rank: 0
                                     scheduler_type: cosine
                                     seed: 31
                                     use_bn: False
                                     wd: 1e-06
                                     workers: 10
                                     world_size: 1
INFO - 02/18/23 03:15:36 - 0:00:00 - The experiment will be stored in /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3
                                     

INFO - 02/18/23 03:18:43 - 0:03:06 - Building data done
INFO - 02/18/23 03:19:16 - 0:03:40 - Load pretrained model with msg: _IncompatibleKeys(missing_keys=[], unexpected_keys=['projection_head.0.weight', 'projection_head.0.bias', 'projection_head.1.weight', 'projection_head.1.bias', 'projection_head.1.running_mean', 'projection_head.1.running_var', 'projection_head.1.num_batches_tracked', 'projection_head.3.weight', 'projection_head.3.bias', 'prototypes.weight'])
INFO - 02/18/23 03:19:16 - 0:03:40 - ============ Starting epoch 0 ... ============
[W reducer.cpp:1251] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
INFO - 02/18/23 03:19:49 - 0:04:13 - Epoch[0] - Iter: [0/11173]	Time 33.155 (33.155)	Data 2.332 (2.332)	Loss 0.6042 (0.6042)	Prec 87.500 (87.500)	LR 0.3
INFO - 02/19/23 10:41:56 - 1 day, 7:26:19 - Epoch[22] - Iter: [9650/11173]	Time 0.025 (0.508)	Data 0.000 (0.484)	Loss 2.4902 (1.8817)	Prec 84.375 (86.303)	LR 0.2655769864163684
INFO - 02/19/23 10:42:29 - 1 day, 7:26:53 - Epoch[22] - Iter: [9700/11173]	Time 0.359 (0.509)	Data 0.335 (0.484)	Loss 5.3164 (1.8824)	Prec 71.875 (86.298)	LR 0.2655769864163684
INFO - 02/19/23 10:42:53 - 1 day, 7:27:17 - Epoch[22] - Iter: [9750/11173]	Time 0.358 (0.509)	Data 0.334 (0.484)	Loss 1.8094 (1.8885)	Prec 78.125 (86.292)	LR 0.2655769864163684
INFO - 02/19/23 10:43:14 - 1 day, 7:27:38 - Epoch[22] - Iter: [9800/11173]	Time 0.025 (0.509)	Data 0.000 (0.484)	Loss 2.4900 (1.8895)	Prec 75.000 (86.292)	LR 0.2655769864163684
INFO - 02/19/23 10:43:44 - 1 day, 7:28:08 - Epoch[22] - Iter: [9850/11173]	Time 0.376 (0.509)	Data 0.352 (0.484)	Loss 0.3817 (1.8903)	Prec 93.750 (86.288)	LR 0.2655769864163684
INFO - 02/19/23 10:44:16 - 1 day, 7:28:39 - Epoch[22] - Iter: [9900/11173]	Time 0.025 (0.510)	Data 0.000 (0.485)	Loss 1.0294 (1.8875)	Prec 90.625 (86.297)	LR 0.2655769864163684
INFO - 02/19/23 10:44:50 - 1 day, 7:29:14 - Epoch[22] - Iter: [9950/11173]	Time 0.025 (0.511)	Data 0.000 (0.486)	Loss 0.8947 (1.8845)	Prec 87.500 (86.303)	LR 0.2655769864163684
INFO - 02/19/23 10:45:26 - 1 day, 7:29:49 - Epoch[22] - Iter: [10000/11173]	Time 0.024 (0.512)	Data 0.000 (0.487)	Loss 0.7892 (1.8832)	Prec 90.625 (86.307)	LR 0.2655769864163684
INFO - 02/19/23 10:46:01 - 1 day, 7:30:25 - Epoch[22] - Iter: [10050/11173]	Time 0.025 (0.513)	Data 0.000 (0.488)	Loss 2.6948 (1.8840)	Prec 84.375 (86.304)	LR 0.2655769864163684
INFO - 02/19/23 10:46:40 - 1 day, 7:31:03 - Epoch[22] - Iter: [10100/11173]	Time 0.025 (0.514)	Data 0.000 (0.489)	Loss 1.6024 (1.8842)	Prec 84.375 (86.305)	LR 0.2655769864163684
INFO - 02/19/23 10:47:11 - 1 day, 7:31:35 - Epoch[22] - Iter: [10150/11173]	Time 0.024 (0.515)	Data 0.000 (0.490)	Loss 1.9917 (1.8877)	Prec 78.125 (86.288)	LR 0.2655769864163684
INFO - 02/19/23 10:47:37 - 1 day, 7:32:01 - Epoch[22] - Iter: [10200/11173]	Time 0.025 (0.515)	Data 0.000 (0.490)	Loss 4.8456 (1.8936)	Prec 87.500 (86.281)	LR 0.2655769864163684
INFO - 02/19/23 10:48:00 - 1 day, 7:32:23 - Epoch[22] - Iter: [10250/11173]	Time 0.024 (0.514)	Data 0.000 (0.489)	Loss 2.2394 (1.8974)	Prec 87.500 (86.274)	LR 0.2655769864163684
INFO - 02/19/23 10:48:27 - 1 day, 7:32:50 - Epoch[22] - Iter: [10300/11173]	Time 0.024 (0.514)	Data 0.000 (0.489)	Loss 1.3659 (1.8975)	Prec 93.750 (86.271)	LR 0.2655769864163684
INFO - 02/19/23 10:48:53 - 1 day, 7:33:17 - Epoch[22] - Iter: [10350/11173]	Time 0.025 (0.514)	Data 0.000 (0.490)	Loss 0.6244 (1.8951)	Prec 93.750 (86.281)	LR 0.2655769864163684
INFO - 02/19/23 10:49:20 - 1 day, 7:33:44 - Epoch[22] - Iter: [10400/11173]	Time 0.025 (0.515)	Data 0.000 (0.490)	Loss 2.5808 (1.8942)	Prec 84.375 (86.284)	LR 0.2655769864163684
INFO - 02/19/23 10:49:46 - 1 day, 7:34:10 - Epoch[22] - Iter: [10450/11173]	Time 0.025 (0.515)	Data 0.000 (0.490)	Loss 2.0238 (1.8937)	Prec 87.500 (86.285)	LR 0.2655769864163684
INFO - 02/19/23 10:50:12 - 1 day, 7:34:36 - Epoch[22] - Iter: [10500/11173]	Time 0.025 (0.515)	Data 0.000 (0.490)	Loss 0.5234 (1.8919)	Prec 90.625 (86.291)	LR 0.2655769864163684
INFO - 02/19/23 10:50:35 - 1 day, 7:34:59 - Epoch[22] - Iter: [10550/11173]	Time 0.025 (0.514)	Data 0.000 (0.490)	Loss 3.7009 (1.8906)	Prec 87.500 (86.289)	LR 0.2655769864163684
INFO - 02/19/23 10:51:01 - 1 day, 7:35:25 - Epoch[22] - Iter: [10600/11173]	Time 0.024 (0.514)	Data 0.000 (0.490)	Loss 1.1755 (1.8921)	Prec 96.875 (86.287)	LR 0.2655769864163684
INFO - 02/19/23 10:51:30 - 1 day, 7:35:54 - Epoch[22] - Iter: [10650/11173]	Time 0.025 (0.515)	Data 0.000 (0.490)	Loss 1.1248 (1.8895)	Prec 78.125 (86.295)	LR 0.2655769864163684
INFO - 02/19/23 10:52:04 - 1 day, 7:36:27 - Epoch[22] - Iter: [10700/11173]	Time 0.025 (0.515)	Data 0.000 (0.491)	Loss 0.6210 (1.8916)	Prec 96.875 (86.293)	LR 0.2655769864163684
INFO - 02/19/23 10:52:42 - 1 day, 7:37:05 - Epoch[22] - Iter: [10750/11173]	Time 0.025 (0.517)	Data 0.000 (0.492)	Loss 0.7555 (1.8930)	Prec 87.500 (86.288)	LR 0.2655769864163684
INFO - 02/19/23 10:53:15 - 1 day, 7:37:39 - Epoch[22] - Iter: [10800/11173]	Time 0.025 (0.517)	Data 0.000 (0.492)	Loss 2.5054 (1.8921)	Prec 84.375 (86.287)	LR 0.2655769864163684
INFO - 02/19/23 10:53:48 - 1 day, 7:38:12 - Epoch[22] - Iter: [10850/11173]	Time 0.025 (0.518)	Data 0.000 (0.493)	Loss 0.0003 (1.8932)	Prec 100.000 (86.281)	LR 0.2655769864163684
INFO - 02/19/23 10:54:16 - 1 day, 7:38:40 - Epoch[22] - Iter: [10900/11173]	Time 0.025 (0.518)	Data 0.000 (0.493)	Loss 1.1804 (1.8925)	Prec 93.750 (86.277)	LR 0.2655769864163684
INFO - 02/19/23 10:54:44 - 1 day, 7:39:08 - Epoch[22] - Iter: [10950/11173]	Time 0.025 (0.518)	Data 0.000 (0.493)	Loss 1.8050 (1.8947)	Prec 78.125 (86.274)	LR 0.2655769864163684
INFO - 02/19/23 10:55:15 - 1 day, 7:39:39 - Epoch[22] - Iter: [11000/11173]	Time 0.025 (0.519)	Data 0.000 (0.494)	Loss 2.6281 (1.8946)	Prec 75.000 (86.274)	LR 0.2655769864163684
INFO - 02/19/23 10:55:45 - 1 day, 7:40:09 - Epoch[22] - Iter: [11050/11173]	Time 0.025 (0.519)	Data 0.000 (0.494)	Loss 0.1907 (1.8916)	Prec 96.875 (86.280)	LR 0.2655769864163684
INFO - 02/19/23 10:56:15 - 1 day, 7:40:39 - Epoch[22] - Iter: [11100/11173]	Time 0.025 (0.519)	Data 0.000 (0.495)	Loss 1.1647 (1.8903)	Prec 90.625 (86.290)	LR 0.2655769864163684
INFO - 02/19/23 10:56:47 - 1 day, 7:41:11 - Epoch[22] - Iter: [11150/11173]	Time 0.025 (0.520)	Data 0.000 (0.495)	Loss 0.2299 (1.8880)	Prec 96.875 (86.297)	LR 0.2655769864163684
INFO - 02/19/23 11:07:15 - 1 day, 7:51:39 - Test:	Time 0.583	Loss 6.6864	Acc@1 58.962	Best Acc@1 so far 77.4
INFO - 02/19/23 11:07:15 - 1 day, 7:51:39 - ============ Starting epoch 23 ... ============
INFO - 02/19/23 11:07:21 - 1 day, 7:51:45 - Epoch[23] - Iter: [0/11173]	Time 5.965 (5.965)	Data 5.940 (5.940)	Loss 1.3609 (1.3609)	Prec 90.625 (90.625)	LR 0.26251666044456895
INFO - 02/19/23 11:07:43 - 1 day, 7:52:07 - Epoch[23] - Iter: [50/11173]	Time 4.281 (0.549)	Data 4.256 (0.524)	Loss 1.4448 (1.5511)	Prec 87.500 (87.071)	LR 0.26251666044456895
INFO - 02/19/23 11:08:06 - 1 day, 7:52:29 - Epoch[23] - Iter: [100/11173]	Time 4.523 (0.498)	Data 4.498 (0.474)	Loss 0.4559 (1.2713)	Prec 96.875 (88.428)	LR 0.26251666044456895
INFO - 02/19/23 11:08:27 - 1 day, 7:52:51 - Epoch[23] - Iter: [150/11173]	Time 3.162 (0.473)	Data 3.137 (0.448)	Loss 1.2923 (1.2563)	Prec 81.250 (88.266)	LR 0.26251666044456895
INFO - 02/19/23 11:08:46 - 1 day, 7:53:09 - Epoch[23] - Iter: [200/11173]	Time 1.925 (0.449)	Data 1.900 (0.424)	Loss 3.5929 (1.2290)	Prec 84.375 (88.619)	LR 0.26251666044456895
INFO - 02/19/23 11:09:16 - 1 day, 7:53:40 - Epoch[23] - Iter: [250/11173]	Time 5.525 (0.480)	Data 5.500 (0.456)	Loss 2.7836 (1.3852)	Prec 81.250 (88.048)	LR 0.26251666044456895
INFO - 02/19/23 11:09:37 - 1 day, 7:54:01 - Epoch[23] - Iter: [300/11173]	Time 2.102 (0.471)	Data 2.077 (0.446)	Loss 3.1182 (1.3870)	Prec 71.875 (87.874)	LR 0.26251666044456895
INFO - 02/19/23 11:10:08 - 1 day, 7:54:32 - Epoch[23] - Iter: [350/11173]	Time 2.705 (0.492)	Data 2.680 (0.467)	Loss 6.6190 (1.4345)	Prec 78.125 (87.634)	LR 0.26251666044456895
INFO - 02/19/23 11:10:37 - 1 day, 7:55:00 - Epoch[23] - Iter: [400/11173]	Time 1.690 (0.502)	Data 1.666 (0.477)	Loss 2.9075 (1.5127)	Prec 87.500 (87.453)	LR 0.26251666044456895
INFO - 02/19/23 11:11:07 - 1 day, 7:55:30 - Epoch[23] - Iter: [450/11173]	Time 0.991 (0.512)	Data 0.967 (0.488)	Loss 2.0055 (1.6248)	Prec 87.500 (87.084)	LR 0.26251666044456895
INFO - 02/19/23 11:11:34 - 1 day, 7:55:57 - Epoch[23] - Iter: [500/11173]	Time 0.363 (0.515)	Data 0.339 (0.491)	Loss 1.8736 (1.6458)	Prec 90.625 (86.808)	LR 0.26251666044456895
INFO - 02/19/23 11:12:07 - 1 day, 7:56:31 - Epoch[23] - Iter: [550/11173]	Time 2.800 (0.529)	Data 2.775 (0.504)	Loss 0.4530 (1.7050)	Prec 96.875 (86.672)	LR 0.26251666044456895
INFO - 02/19/23 11:12:39 - 1 day, 7:57:03 - Epoch[23] - Iter: [600/11173]	Time 2.804 (0.539)	Data 2.779 (0.514)	Loss 0.7340 (1.6738)	Prec 93.750 (86.840)	LR 0.26251666044456895
INFO - 02/19/23 11:13:12 - 1 day, 7:57:36 - Epoch[23] - Iter: [650/11173]	Time 0.349 (0.548)	Data 0.325 (0.524)	Loss 0.7001 (1.6750)	Prec 87.500 (86.785)	LR 0.26251666044456895
INFO - 02/19/23 11:13:46 - 1 day, 7:58:09 - Epoch[23] - Iter: [700/11173]	Time 0.130 (0.557)	Data 0.107 (0.532)	Loss 1.6457 (1.6757)	Prec 81.250 (86.751)	LR 0.26251666044456895
INFO - 02/19/23 11:14:17 - 1 day, 7:58:41 - Epoch[23] - Iter: [750/11173]	Time 0.030 (0.562)	Data 0.000 (0.537)	Loss 3.6911 (1.6705)	Prec 75.000 (86.743)	LR 0.26251666044456895
INFO - 02/19/23 11:14:53 - 1 day, 7:59:16 - Epoch[23] - Iter: [800/11173]	Time 1.049 (0.571)	Data 1.025 (0.546)	Loss 1.4899 (1.6941)	Prec 81.250 (86.622)	LR 0.26251666044456895
INFO - 02/19/23 11:15:24 - 1 day, 7:59:47 - Epoch[23] - Iter: [850/11173]	Time 1.380 (0.574)	Data 1.356 (0.549)	Loss 2.9830 (1.6932)	Prec 87.500 (86.688)	LR 0.26251666044456895
INFO - 02/19/23 11:15:47 - 1 day, 8:00:10 - Epoch[23] - Iter: [900/11173]	Time 1.506 (0.567)	Data 1.482 (0.543)	Loss 1.0262 (1.6744)	Prec 87.500 (86.779)	LR 0.26251666044456895
INFO - 02/19/23 11:16:11 - 1 day, 8:00:34 - Epoch[23] - Iter: [950/11173]	Time 0.025 (0.563)	Data 0.000 (0.538)	Loss 1.0423 (1.6946)	Prec 90.625 (86.751)	LR 0.26251666044456895
INFO - 02/19/23 11:16:35 - 1 day, 8:00:59 - Epoch[23] - Iter: [1000/11173]	Time 0.025 (0.559)	Data 0.000 (0.534)	Loss 6.6881 (1.7163)	Prec 87.500 (86.691)	LR 0.26251666044456895
INFO - 02/19/23 11:17:08 - 1 day, 8:01:32 - Epoch[23] - Iter: [1050/11173]	Time 1.315 (0.564)	Data 1.291 (0.539)	Loss 0.0890 (1.7181)	Prec 96.875 (86.638)	LR 0.26251666044456895
INFO - 02/19/23 11:17:39 - 1 day, 8:02:03 - Epoch[23] - Iter: [1100/11173]	Time 0.373 (0.567)	Data 0.349 (0.542)	Loss 2.5332 (1.7344)	Prec 87.500 (86.532)	LR 0.26251666044456895
INFO - 02/19/23 11:18:14 - 1 day, 8:02:37 - Epoch[23] - Iter: [1150/11173]	Time 0.025 (0.572)	Data 0.000 (0.547)	Loss 0.2902 (1.7480)	Prec 96.875 (86.512)	LR 0.26251666044456895
INFO - 02/19/23 11:18:47 - 1 day, 8:03:11 - Epoch[23] - Iter: [1200/11173]	Time 0.025 (0.576)	Data 0.000 (0.551)	Loss 0.5947 (1.7367)	Prec 93.750 (86.553)	LR 0.26251666044456895
INFO - 02/19/23 11:19:16 - 1 day, 8:03:39 - Epoch[23] - Iter: [1250/11173]	Time 0.273 (0.576)	Data 0.249 (0.551)	Loss 13.5481 (1.8680)	Prec 56.250 (86.321)	LR 0.26251666044456895
INFO - 02/19/23 11:19:41 - 1 day, 8:04:05 - Epoch[23] - Iter: [1300/11173]	Time 0.877 (0.573)	Data 0.853 (0.548)	Loss 2.2043 (1.8962)	Prec 78.125 (86.301)	LR 0.26251666044456895
INFO - 02/19/23 11:20:09 - 1 day, 8:04:33 - Epoch[23] - Iter: [1350/11173]	Time 2.529 (0.573)	Data 2.504 (0.548)	Loss 1.4842 (1.8819)	Prec 84.375 (86.376)	LR 0.26251666044456895
INFO - 02/19/23 11:20:36 - 1 day, 8:05:00 - Epoch[23] - Iter: [1400/11173]	Time 2.640 (0.572)	Data 2.615 (0.547)	Loss 1.5663 (1.8770)	Prec 81.250 (86.369)	LR 0.26251666044456895
INFO - 02/19/23 11:21:00 - 1 day, 8:05:24 - Epoch[23] - Iter: [1450/11173]	Time 1.244 (0.569)	Data 1.220 (0.544)	Loss 1.2972 (1.8890)	Prec 90.625 (86.374)	LR 0.26251666044456895
INFO - 02/19/23 11:21:33 - 1 day, 8:05:57 - Epoch[23] - Iter: [1500/11173]	Time 0.741 (0.571)	Data 0.716 (0.547)	Loss 2.3198 (1.8853)	Prec 84.375 (86.361)	LR 0.26251666044456895
INFO - 02/19/23 11:22:05 - 1 day, 8:06:28 - Epoch[23] - Iter: [1550/11173]	Time 1.045 (0.573)	Data 1.020 (0.549)	Loss 2.0355 (1.8887)	Prec 90.625 (86.315)	LR 0.26251666044456895
INFO - 02/19/23 11:22:37 - 1 day, 8:07:00 - Epoch[23] - Iter: [1600/11173]	Time 2.488 (0.576)	Data 2.463 (0.551)	Loss 0.6084 (1.8690)	Prec 90.625 (86.333)	LR 0.26251666044456895
INFO - 02/19/23 11:23:07 - 1 day, 8:07:31 - Epoch[23] - Iter: [1650/11173]	Time 3.027 (0.576)	Data 3.002 (0.552)	Loss 0.4380 (1.8598)	Prec 93.750 (86.315)	LR 0.26251666044456895
INFO - 02/19/23 11:23:36 - 1 day, 8:08:00 - Epoch[23] - Iter: [1700/11173]	Time 2.680 (0.577)	Data 2.655 (0.552)	Loss 1.6025 (1.8725)	Prec 75.000 (86.293)	LR 0.26251666044456895
INFO - 02/19/23 11:24:07 - 1 day, 8:08:31 - Epoch[23] - Iter: [1750/11173]	Time 4.793 (0.578)	Data 4.768 (0.553)	Loss 3.8466 (1.8740)	Prec 50.000 (86.222)	LR 0.26251666044456895
INFO - 02/19/23 11:24:39 - 1 day, 8:09:03 - Epoch[23] - Iter: [1800/11173]	Time 3.477 (0.580)	Data 3.452 (0.555)	Loss 1.4795 (1.8969)	Prec 93.750 (86.169)	LR 0.26251666044456895
INFO - 02/19/23 11:25:13 - 1 day, 8:09:37 - Epoch[23] - Iter: [1850/11173]	Time 4.386 (0.582)	Data 4.361 (0.557)	Loss 4.4991 (1.8991)	Prec 84.375 (86.160)	LR 0.26251666044456895
INFO - 02/19/23 11:25:41 - 1 day, 8:10:05 - Epoch[23] - Iter: [1900/11173]	Time 3.718 (0.582)	Data 3.693 (0.557)	Loss 4.2714 (1.8890)	Prec 65.625 (86.191)	LR 0.26251666044456895
INFO - 02/19/23 11:26:02 - 1 day, 8:10:26 - Epoch[23] - Iter: [1950/11173]	Time 4.386 (0.578)	Data 4.361 (0.553)	Loss 1.7828 (1.8879)	Prec 87.500 (86.193)	LR 0.26251666044456895
INFO - 02/19/23 11:26:25 - 1 day, 8:10:49 - Epoch[23] - Iter: [2000/11173]	Time 2.986 (0.575)	Data 2.961 (0.550)	Loss 2.1073 (1.8734)	Prec 84.375 (86.240)	LR 0.26251666044456895
INFO - 02/19/23 11:26:52 - 1 day, 8:11:16 - Epoch[23] - Iter: [2050/11173]	Time 4.059 (0.574)	Data 4.034 (0.549)	Loss 0.9866 (1.8767)	Prec 93.750 (86.252)	LR 0.26251666044456895
INFO - 02/19/23 11:27:21 - 1 day, 8:11:45 - Epoch[23] - Iter: [2100/11173]	Time 1.385 (0.574)	Data 1.360 (0.549)	Loss 1.5301 (1.8602)	Prec 75.000 (86.291)	LR 0.26251666044456895
INFO - 02/19/23 11:27:44 - 1 day, 8:12:07 - Epoch[23] - Iter: [2150/11173]	Time 0.941 (0.571)	Data 0.916 (0.546)	Loss 7.5433 (1.8489)	Prec 75.000 (86.307)	LR 0.26251666044456895
INFO - 02/19/23 11:28:05 - 1 day, 8:12:29 - Epoch[23] - Iter: [2200/11173]	Time 0.025 (0.568)	Data 0.000 (0.543)	Loss 3.0817 (1.8562)	Prec 78.125 (86.295)	LR 0.26251666044456895
INFO - 02/19/23 11:28:37 - 1 day, 8:13:01 - Epoch[23] - Iter: [2250/11173]	Time 0.025 (0.570)	Data 0.000 (0.545)	Loss 0.3015 (1.8456)	Prec 96.875 (86.334)	LR 0.26251666044456895
INFO - 02/19/23 11:29:02 - 1 day, 8:13:25 - Epoch[23] - Iter: [2300/11173]	Time 0.025 (0.568)	Data 0.000 (0.543)	Loss 0.4566 (1.8322)	Prec 93.750 (86.375)	LR 0.26251666044456895
INFO - 02/19/23 11:29:22 - 1 day, 8:13:45 - Epoch[23] - Iter: [2350/11173]	Time 0.024 (0.564)	Data 0.000 (0.539)	Loss 0.7852 (1.8420)	Prec 93.750 (86.374)	LR 0.26251666044456895
INFO - 02/19/23 11:29:42 - 1 day, 8:14:06 - Epoch[23] - Iter: [2400/11173]	Time 0.174 (0.561)	Data 0.150 (0.536)	Loss 0.3948 (1.8451)	Prec 93.750 (86.374)	LR 0.26251666044456895
INFO - 02/19/23 11:30:00 - 1 day, 8:14:24 - Epoch[23] - Iter: [2450/11173]	Time 0.491 (0.557)	Data 0.466 (0.532)	Loss 0.5470 (1.8380)	Prec 93.750 (86.391)	LR 0.26251666044456895
INFO - 02/19/23 11:30:26 - 1 day, 8:14:50 - Epoch[23] - Iter: [2500/11173]	Time 0.452 (0.556)	Data 0.427 (0.531)	Loss 2.7433 (1.8350)	Prec 90.625 (86.379)	LR 0.26251666044456895
INFO - 02/19/23 11:30:47 - 1 day, 8:15:11 - Epoch[23] - Iter: [2550/11173]	Time 0.025 (0.553)	Data 0.000 (0.529)	Loss 1.9743 (1.8322)	Prec 93.750 (86.396)	LR 0.26251666044456895
INFO - 02/19/23 11:31:07 - 1 day, 8:15:31 - Epoch[23] - Iter: [2600/11173]	Time 0.025 (0.550)	Data 0.000 (0.526)	Loss 0.6563 (1.8259)	Prec 87.500 (86.390)	LR 0.26251666044456895
INFO - 02/19/23 11:31:35 - 1 day, 8:15:59 - Epoch[23] - Iter: [2650/11173]	Time 0.275 (0.551)	Data 0.251 (0.526)	Loss 0.2346 (1.8160)	Prec 96.875 (86.419)	LR 0.26251666044456895
INFO - 02/19/23 11:31:53 - 1 day, 8:16:17 - Epoch[23] - Iter: [2700/11173]	Time 0.481 (0.547)	Data 0.457 (0.522)	Loss 1.8865 (1.8142)	Prec 78.125 (86.406)	LR 0.26251666044456895
INFO - 02/19/23 11:32:21 - 1 day, 8:16:45 - Epoch[23] - Iter: [2750/11173]	Time 1.048 (0.547)	Data 1.024 (0.522)	Loss 1.9025 (1.8174)	Prec 87.500 (86.387)	LR 0.26251666044456895
INFO - 02/19/23 11:32:47 - 1 day, 8:17:11 - Epoch[23] - Iter: [2800/11173]	Time 0.938 (0.547)	Data 0.914 (0.522)	Loss 1.0804 (1.8211)	Prec 87.500 (86.384)	LR 0.26251666044456895
INFO - 02/19/23 11:33:10 - 1 day, 8:17:34 - Epoch[23] - Iter: [2850/11173]	Time 0.025 (0.545)	Data 0.000 (0.520)	Loss 1.2857 (1.8220)	Prec 93.750 (86.376)	LR 0.26251666044456895
INFO - 02/19/23 11:33:39 - 1 day, 8:18:03 - Epoch[23] - Iter: [2900/11173]	Time 2.468 (0.546)	Data 2.443 (0.521)	Loss 2.5375 (1.8183)	Prec 81.250 (86.396)	LR 0.26251666044456895
INFO - 02/19/23 11:34:05 - 1 day, 8:18:29 - Epoch[23] - Iter: [2950/11173]	Time 0.178 (0.545)	Data 0.153 (0.521)	Loss 4.5146 (1.8238)	Prec 84.375 (86.401)	LR 0.26251666044456895
INFO - 02/19/23 11:34:35 - 1 day, 8:18:58 - Epoch[23] - Iter: [3000/11173]	Time 0.595 (0.546)	Data 0.570 (0.521)	Loss 2.7070 (1.8198)	Prec 78.125 (86.431)	LR 0.26251666044456895
INFO - 02/19/23 11:35:02 - 1 day, 8:19:25 - Epoch[23] - Iter: [3050/11173]	Time 2.523 (0.546)	Data 2.498 (0.521)	Loss 2.7352 (1.8172)	Prec 84.375 (86.413)	LR 0.26251666044456895
INFO - 02/19/23 11:35:25 - 1 day, 8:19:49 - Epoch[23] - Iter: [3100/11173]	Time 2.331 (0.545)	Data 2.306 (0.520)	Loss 2.3274 (1.8104)	Prec 84.375 (86.435)	LR 0.26251666044456895
INFO - 02/19/23 11:35:55 - 1 day, 8:20:18 - Epoch[23] - Iter: [3150/11173]	Time 4.302 (0.546)	Data 4.277 (0.521)	Loss 0.5440 (1.8012)	Prec 87.500 (86.465)	LR 0.26251666044456895
INFO - 02/19/23 11:36:22 - 1 day, 8:20:45 - Epoch[23] - Iter: [3200/11173]	Time 1.670 (0.546)	Data 1.645 (0.521)	Loss 2.4264 (1.7944)	Prec 78.125 (86.492)	LR 0.26251666044456895
INFO - 02/19/23 11:36:49 - 1 day, 8:21:13 - Epoch[23] - Iter: [3250/11173]	Time 1.397 (0.546)	Data 1.373 (0.521)	Loss 2.8475 (1.7931)	Prec 78.125 (86.506)	LR 0.26251666044456895
INFO - 02/19/23 11:37:12 - 1 day, 8:21:36 - Epoch[23] - Iter: [3300/11173]	Time 0.024 (0.544)	Data 0.000 (0.520)	Loss 3.0271 (1.7878)	Prec 71.875 (86.535)	LR 0.26251666044456895
INFO - 02/19/23 11:37:46 - 1 day, 8:22:09 - Epoch[23] - Iter: [3350/11173]	Time 0.025 (0.546)	Data 0.000 (0.521)	Loss 0.2437 (1.7803)	Prec 87.500 (86.558)	LR 0.26251666044456895
INFO - 02/19/23 11:38:13 - 1 day, 8:22:37 - Epoch[23] - Iter: [3400/11173]	Time 0.025 (0.546)	Data 0.000 (0.521)	Loss 0.1598 (1.7735)	Prec 96.875 (86.582)	LR 0.26251666044456895
INFO - 02/19/23 11:38:42 - 1 day, 8:23:05 - Epoch[23] - Iter: [3450/11173]	Time 0.025 (0.547)	Data 0.000 (0.522)	Loss 1.6361 (1.7718)	Prec 81.250 (86.585)	LR 0.26251666044456895
INFO - 02/19/23 11:39:06 - 1 day, 8:23:29 - Epoch[23] - Iter: [3500/11173]	Time 0.025 (0.546)	Data 0.000 (0.521)	Loss 1.7233 (1.7750)	Prec 81.250 (86.563)	LR 0.26251666044456895
INFO - 02/19/23 11:39:40 - 1 day, 8:24:03 - Epoch[23] - Iter: [3550/11173]	Time 0.025 (0.548)	Data 0.000 (0.523)	Loss 2.0172 (1.7795)	Prec 81.250 (86.547)	LR 0.26251666044456895
INFO - 02/19/23 11:40:11 - 1 day, 8:24:35 - Epoch[23] - Iter: [3600/11173]	Time 0.025 (0.549)	Data 0.000 (0.524)	Loss 0.5586 (1.7764)	Prec 90.625 (86.564)	LR 0.26251666044456895
INFO - 02/19/23 11:40:35 - 1 day, 8:24:59 - Epoch[23] - Iter: [3650/11173]	Time 0.725 (0.548)	Data 0.700 (0.523)	Loss 1.0814 (1.7786)	Prec 90.625 (86.536)	LR 0.26251666044456895
INFO - 02/19/23 11:40:58 - 1 day, 8:25:22 - Epoch[23] - Iter: [3700/11173]	Time 0.025 (0.547)	Data 0.000 (0.522)	Loss 4.6866 (1.7865)	Prec 78.125 (86.506)	LR 0.26251666044456895
